Date,State/UnionTerritory,New_Total_Doses_administered,Total_Doses_administered(new+previous),New_First_dose_administered,First_dose_administered(new+previous),New_Second_dose_administered,Total_Second_dose_administered(new+previous),New_covaxin_doses_administered,Total_covaxin_doses_administered(new+previous),New_covishield_doses_administered,Total_covishield_doses_administered(new+previous),New_sputnik_v_doses_administered,Total_sputnik_v_doses_administered(new+previous),New_aefi,Total_aefi(new+previous)
06-12-2021,Ladakh,1920,191063,1902,153682,18,37381,0,0,1920,191063,0,0,0,4
13-06-2021,Ladakh,3,191066,3,153685,0,37381,0,0,3,191066,0,0,0,4
14-06-2021,Ladakh,1365,192431,1353,155038,12,37393,0,0,1365,192431,0,0,0,4
15-06-2021,Ladakh,899,193330,889,155927,10,37403,0,0,899,193330,0,0,0,4
16-06-2021,Ladakh,1171,194501,1154,157081,17,37420,0,0,1171,194501,0,0,0,4
17-06-2021,Ladakh,2216,196717,2194,159275,22,37442,0,0,2216,196717,0,0,0,4
18-06-2021,Ladakh,1438,198155,1428,160703,10,37452,0,0,1438,198155,0,0,0,4
19-06-2021,Ladakh,1131,199286,1106,161809,25,37477,0,0,1131,199286,0,0,0,4
20-06-2021,Ladakh,0,199286,0,161809,0,37477,0,0,0,199286,0,0,0,4
21-06-2021,Ladakh,1420,200706,1408,163217,12,37489,0,0,1420,200706,0,0,0,4
22-06-2021,Ladakh,1623,202329,1582,164799,41,37530,0,0,1623,202329,0,0,0,4
23-06-2021,Ladakh,1396,203725,1368,166167,28,37558,0,0,1396,203725,0,0,0,4
24-06-2021,Ladakh,3267,206992,1404,167571,1863,39421,0,0,3267,206992,0,0,0,4
25-06-2021,Ladakh,4528,211520,597,168168,3931,43352,0,0,4528,211520,0,0,0,4
26-06-2021,Ladakh,4444,215964,503,168671,3941,47293,0,0,4444,215964,0,0,0,4
27-06-2021,Ladakh,652,216616,20,168691,632,47925,0,0,652,216616,0,0,0,4
28-06-2021,Ladakh,4373,220989,730,169421,3643,51568,0,0,4373,220989,0,0,0,4
29-06-2021,Ladakh,3641,224630,876,170297,2765,54333,0,0,3641,224630,0,0,0,4
30-06-2021,Ladakh,2171,226801,603,170900,1568,55901,0,0,2171,226801,0,0,0,4
07-01-2021,Ladakh,2008,228809,539,171439,1469,57370,0,0,2008,228809,0,0,0,4
07-02-2021,Ladakh,1278,230087,660,172099,618,57988,0,0,1278,230087,0,0,0,4
07-03-2021,Ladakh,2046,232133,1704,173803,342,58330,0,0,2046,232133,0,0,0,4
07-04-2021,Ladakh,662,232795,644,174447,18,58348,0,0,662,232795,0,0,0,4
07-05-2021,Ladakh,2632,235427,1853,176300,779,59127,0,0,2632,235427,0,0,0,4
07-06-2021,Ladakh,2028,237455,1460,177760,568,59695,0,0,2028,237455,0,0,1,5
07-07-2021,Ladakh,850,238305,368,178128,482,60177,0,0,850,238305,0,0,0,5
07-08-2021,Ladakh,1284,239589,1046,179174,238,60415,0,0,1284,239589,0,0,0,5
07-09-2021,Ladakh,1229,240818,1083,180257,146,60561,0,0,1229,240818,0,0,0,5
07-10-2021,Ladakh,1297,242115,1128,181385,169,60730,0,0,1297,242115,0,0,0,5
07-11-2021,Ladakh,430,242545,430,181815,0,60730,0,0,430,242545,0,0,0,5
07-12-2021,Ladakh,1011,243556,623,182438,388,61118,0,0,1011,243556,0,0,0,5
13-07-2021,Ladakh,726,244282,335,182773,391,61509,0,0,726,244282,0,0,0,5
14-07-2021,Ladakh,1785,246067,1577,184350,208,61717,0,0,1785,246067,0,0,0,5
15-07-2021,Ladakh,476,246543,290,184640,186,61903,0,0,476,246543,0,0,0,5
16-07-2021,Ladakh,233,246776,117,184757,116,62019,0,0,233,246776,0,0,0,5
17-07-2021,Ladakh,363,247139,213,184970,150,62169,0,0,363,247139,0,0,0,5
18-07-2021,Ladakh,60,247199,47,185017,13,62182,0,0,60,247199,0,0,0,5
19-07-2021,Ladakh,328,247527,129,185146,199,62381,0,0,328,247527,0,0,0,5
20-07-2021,Ladakh,297,247824,152,185298,145,62526,0,0,297,247824,0,0,0,5
21-07-2021,Ladakh,0,247824,0,185298,0,62526,0,0,0,247824,0,0,0,5
22-07-2021,Ladakh,495,248319,177,185475,318,62844,0,0,495,248319,0,0,0,5
23-07-2021,Ladakh,366,248685,179,185654,187,63031,0,0,366,248685,0,0,0,5
24-07-2021,Ladakh,356,249041,116,185770,240,63271,0,0,356,249041,0,0,0,5
25-07-2021,Ladakh,0,249041,0,185770,0,63271,0,0,0,249041,0,0,0,5
26-07-2021,Ladakh,686,249727,268,186038,418,63689,0,0,686,249727,0,0,0,5
27-07-2021,Ladakh,1041,250768,218,186256,823,64512,0,0,1041,250768,0,0,0,5
28-07-2021,Ladakh,1335,252103,221,186477,1114,65626,0,0,1335,252103,0,0,0,5
29-07-2021,Ladakh,754,252857,274,186751,480,66106,0,0,754,252857,0,0,0,5
30-07-2021,Ladakh,1067,253924,143,186894,924,67030,0,0,1067,253924,0,0,0,5
31-07-2021,Ladakh,803,254727,187,187081,616,67646,0,0,803,254727,0,0,1,6
08-01-2021,Ladakh,320,255047,312,187393,8,67654,0,0,320,255047,0,0,0,6
08-02-2021,Ladakh,691,255738,209,187602,482,68136,0,0,691,255738,0,0,0,6
08-03-2021,Ladakh,463,256201,148,187750,315,68451,0,0,463,256201,0,0,0,6
08-04-2021,Ladakh,420,256621,109,187859,311,68762,0,0,420,256621,0,0,0,6
08-05-2021,Ladakh,419,257040,143,188002,276,69038,0,0,419,257040,0,0,0,6
08-06-2021,Ladakh,511,257551,224,188226,287,69325,0,0,511,257551,0,0,0,6
08-07-2021,Ladakh,834,258385,200,188426,634,69959,0,0,834,258385,0,0,0,6
08-08-2021,Ladakh,0,258385,0,188426,0,69959,0,0,0,258385,0,0,0,6
08-09-2021,Ladakh,651,259036,273,188699,378,70337,0,0,651,259036,0,0,0,6
16-01-2021,Lakshadweep,16,16,16,16,0,0,0,0,16,16,0,0,0,0
17-01-2021,Lakshadweep,1,17,1,17,0,0,0,0,1,17,0,0,0,0
18-01-2021,Lakshadweep,220,237,220,237,0,0,0,0,220,237,0,0,0,0
19-01-2021,Lakshadweep,385,622,385,622,0,0,0,0,385,622,0,0,0,0
20-01-2021,Lakshadweep,7,629,7,629,0,0,0,0,7,629,0,0,0,0
21-01-2021,Lakshadweep,95,724,95,724,0,0,0,0,95,724,0,0,0,0
22-01-2021,Lakshadweep,10,734,10,734,0,0,0,0,10,734,0,0,0,0
23-01-2021,Lakshadweep,0,734,0,734,0,0,0,0,0,734,0,0,0,0
24-01-2021,Lakshadweep,15,749,15,749,0,0,0,0,15,749,0,0,0,0
25-01-2021,Lakshadweep,3,752,3,752,0,0,0,0,3,752,0,0,0,0
26-01-2021,Lakshadweep,0,752,0,752,0,0,0,0,0,752,0,0,0,0
27-01-2021,Lakshadweep,13,765,13,765,0,0,0,0,13,765,0,0,0,0
28-01-2021,Lakshadweep,25,790,25,790,0,0,0,0,25,790,0,0,0,0
29-01-2021,Lakshadweep,17,807,17,807,0,0,0,0,17,807,0,0,0,0
30-01-2021,Lakshadweep,0,807,0,807,0,0,0,0,0,807,0,0,0,0
31-01-2021,Lakshadweep,0,807,0,807,0,0,0,0,0,807,0,0,0,0
02-01-2021,Lakshadweep,0,807,0,807,0,0,0,0,0,807,0,0,0,0
02-02-2021,Lakshadweep,0,807,0,807,0,0,0,0,0,807,0,0,0,0
02-03-2021,Lakshadweep,0,807,0,807,0,0,0,0,0,807,0,0,0,0
02-04-2021,Lakshadweep,0,807,0,807,0,0,0,0,0,807,0,0,0,0
02-05-2021,Lakshadweep,18,825,18,825,0,0,0,0,18,825,0,0,0,0
02-06-2021,Lakshadweep,8,833,8,833,0,0,0,0,8,833,0,0,0,0
02-07-2021,Lakshadweep,0,833,0,833,0,0,0,0,0,833,0,0,0,0
02-08-2021,Lakshadweep,6,839,6,839,0,0,0,0,6,839,0,0,0,0
02-09-2021,Lakshadweep,30,869,30,869,0,0,0,0,30,869,0,0,0,0
02-10-2021,Lakshadweep,443,1312,443,1312,0,0,0,0,443,1312,0,0,0,0
02-11-2021,Lakshadweep,32,1344,32,1344,0,0,0,0,32,1344,0,0,0,0
02-12-2021,Lakshadweep,231,1575,231,1575,0,0,0,0,231,1575,0,0,0,0
13-02-2021,Lakshadweep,0,1575,0,1575,0,0,0,0,0,1575,0,0,0,0
14-02-2021,Lakshadweep,0,1575,0,1575,0,0,0,0,0,1575,0,0,0,0
15-02-2021,Lakshadweep,0,1575,0,1575,0,0,0,0,0,1575,0,0,0,0
16-02-2021,Lakshadweep,38,1613,19,1594,19,19,0,0,19,1594,0,0,0,0
17-02-2021,Lakshadweep,0,1613,0,1594,0,19,0,0,0,1594,0,0,0,0
18-02-2021,Lakshadweep,61,1674,29,1623,32,51,0,0,29,1623,0,0,0,0
19-02-2021,Lakshadweep,96,1770,66,1689,30,81,4,4,62,1685,0,0,0,0
20-02-2021,Lakshadweep,0,1770,0,1689,0,81,0,4,0,1685,0,0,0,0
21-02-2021,Lakshadweep,0,1770,0,1689,0,81,0,4,0,1685,0,0,0,0
22-02-2021,Lakshadweep,60,1830,59,1748,1,82,0,4,59,1744,0,0,0,0
23-02-2021,Lakshadweep,47,1877,23,1771,24,106,0,4,23,1767,0,0,0,0
24-02-2021,Lakshadweep,25,1902,25,1796,0,106,0,4,25,1792,0,0,0,0
25-02-2021,Lakshadweep,27,1929,26,1822,1,107,0,4,26,1818,0,0,0,0
26-02-2021,Lakshadweep,2,1931,2,1824,0,107,0,4,2,1820,0,0,0,0
27-02-2021,Lakshadweep,0,1931,0,1824,0,107,0,4,0,1820,0,0,0,0
28-02-2021,Lakshadweep,0,1931,0,1824,0,107,0,4,0,1820,0,0,0,0
03-01-2021,Lakshadweep,0,1931,0,1824,0,107,0,4,0,1820,0,0,0,0
03-02-2021,Lakshadweep,0,1931,0,1824,0,107,0,4,0,1820,0,0,0,0
03-03-2021,Lakshadweep,0,1931,0,1824,0,107,0,4,0,1820,0,0,0,0
03-04-2021,Lakshadweep,0,1931,0,1824,0,107,0,4,0,1820,0,0,0,0
03-05-2021,Lakshadweep,51,1982,32,1856,19,126,0,4,32,1852,0,0,0,0
03-06-2021,Lakshadweep,96,2078,83,1939,13,139,0,4,83,1935,0,0,0,0
03-07-2021,Lakshadweep,0,2078,0,1939,0,139,0,4,0,1935,0,0,0,0
03-08-2021,Lakshadweep,232,2310,182,2121,50,189,3,7,179,2114,0,0,0,0
03-09-2021,Lakshadweep,0,1667,0,1452,26,215,0,0,0,1667,0,0,0,0
03-10-2021,Lakshadweep,187,1854,83,1535,104,319,0,0,187,1854,0,0,0,0
03-11-2021,Lakshadweep,202,2056,54,1589,148,467,0,0,202,2056,0,0,0,0
03-12-2021,Lakshadweep,219,2275,16,1605,203,670,0,0,219,2275,0,0,0,0
13-03-2021,Lakshadweep,235,2510,52,1657,183,853,0,0,235,2510,0,0,0,0
14-03-2021,Lakshadweep,31,2541,2,1659,29,882,0,0,31,2541,0,0,0,0
15-03-2021,Lakshadweep,176,2717,68,1727,108,990,0,0,176,2717,0,0,0,0
16-03-2021,Lakshadweep,1143,3860,1026,2753,117,1107,0,0,1143,3860,0,0,0,0
17-03-2021,Lakshadweep,695,4555,667,3420,28,1135,0,0,695,4555,0,0,0,0
18-03-2021,Lakshadweep,349,4904,197,3617,152,1287,0,0,349,4904,0,0,0,0
19-03-2021,Lakshadweep,184,5088,118,3735,66,1353,0,0,184,5088,0,0,0,0
20-03-2021,Lakshadweep,299,5387,180,3915,119,1472,0,0,299,5387,0,0,0,0
21-03-2021,Lakshadweep,7,5394,5,3920,2,1474,0,0,7,5394,0,0,0,0
22-03-2021,Lakshadweep,127,5521,98,4018,29,1503,0,0,127,5521,0,0,0,0
23-03-2021,Lakshadweep,186,5707,127,4145,59,1562,0,0,186,5707,0,0,0,0
24-03-2021,Lakshadweep,119,5826,88,4233,31,1593,0,0,119,5826,0,0,0,0
25-03-2021,Lakshadweep,75,5901,44,4277,31,1624,0,0,75,5901,0,0,0,0
26-03-2021,Lakshadweep,152,6053,128,4405,24,1648,0,0,152,6053,0,0,0,0
27-03-2021,Lakshadweep,213,6266,196,4601,17,1665,0,0,213,6266,0,0,0,0
28-03-2021,Lakshadweep,67,6333,52,4653,15,1680,0,0,67,6333,0,0,0,0
29-03-2021,Lakshadweep,0,6333,0,4653,0,1680,0,0,0,6333,0,0,0,0
30-03-2021,Lakshadweep,219,6552,151,4804,68,1748,0,0,219,6552,0,0,0,0
31-03-2021,Lakshadweep,272,6824,230,5034,42,1790,0,0,272,6824,0,0,0,0
04-01-2021,Lakshadweep,129,6953,122,5156,7,1797,0,0,129,6953,0,0,0,0
04-02-2021,Lakshadweep,215,7168,209,5365,6,1803,0,0,215,7168,0,0,0,0
04-03-2021,Lakshadweep,231,7399,213,5578,18,1821,0,0,231,7399,0,0,0,0
04-04-2021,Lakshadweep,347,7746,334,5912,13,1834,0,0,347,7746,0,0,0,0
04-05-2021,Lakshadweep,247,7993,218,6130,29,1863,0,0,247,7993,0,0,0,0
04-06-2021,Lakshadweep,441,8434,371,6501,70,1933,0,0,441,8434,0,0,0,0
04-07-2021,Lakshadweep,1050,9484,878,7379,172,2105,0,0,1050,9484,0,0,0,0
04-08-2021,Lakshadweep,1137,10621,933,8312,204,2309,0,0,1137,10621,0,0,0,0
04-09-2021,Lakshadweep,906,11527,751,9063,155,2464,0,0,906,11527,0,0,0,0
04-10-2021,Lakshadweep,1180,12707,1087,10150,93,2557,0,0,1180,12707,0,0,0,0
04-11-2021,Lakshadweep,516,13223,480,10630,36,2593,0,0,516,13223,0,0,0,0
04-12-2021,Lakshadweep,568,13791,509,11139,59,2652,0,0,568,13791,0,0,0,0
13-04-2021,Lakshadweep,598,14389,552,11691,46,2698,0,0,598,14389,0,0,0,0
14-04-2021,Lakshadweep,886,15275,779,12470,107,2805,0,0,886,15275,0,0,0,0
15-04-2021,Lakshadweep,778,16053,704,13174,74,2879,0,0,778,16053,0,0,0,0
16-04-2021,Lakshadweep,393,16446,355,13529,38,2917,0,0,393,16446,0,0,0,0
17-04-2021,Lakshadweep,699,17145,632,14161,67,2984,0,0,699,17145,0,0,0,0
18-04-2021,Lakshadweep,868,18013,772,14933,96,3080,0,0,868,18013,0,0,0,0
19-04-2021,Lakshadweep,426,18439,367,15300,59,3139,0,0,426,18439,0,0,0,0
20-04-2021,Lakshadweep,455,18894,309,15609,146,3285,0,0,455,18894,0,0,0,0
21-04-2021,Lakshadweep,856,19750,616,16225,240,3525,0,0,856,19750,0,0,0,0
22-04-2021,Lakshadweep,390,20140,298,16523,92,3617,0,0,390,20140,0,0,0,0
23-04-2021,Lakshadweep,404,20544,313,16836,91,3708,0,0,404,20544,0,0,0,0
24-04-2021,Lakshadweep,478,21022,417,17253,61,3769,0,0,478,21022,0,0,0,0
25-04-2021,Lakshadweep,341,21363,285,17538,56,3825,0,0,341,21363,0,0,0,0
26-04-2021,Lakshadweep,369,21732,305,17843,64,3889,0,0,369,21732,0,0,0,0
27-04-2021,Lakshadweep,196,21928,155,17998,41,3930,0,0,196,21928,0,0,0,0
28-04-2021,Lakshadweep,162,22090,122,18120,40,3970,0,0,162,22090,0,0,0,0
29-04-2021,Lakshadweep,320,22410,266,18386,54,4024,0,0,320,22410,0,0,0,0
30-04-2021,Lakshadweep,614,23024,502,18888,112,4136,0,0,614,23024,0,0,0,0
05-01-2021,Lakshadweep,420,23444,282,19170,138,4274,0,0,420,23444,0,0,0,0
05-02-2021,Lakshadweep,190,23634,149,19319,41,4315,0,0,190,23634,0,0,0,0
05-03-2021,Lakshadweep,274,23908,141,19460,133,4448,0,0,274,23908,0,0,0,0
05-04-2021,Lakshadweep,318,24226,206,19666,112,4560,0,0,318,24226,0,0,0,0
05-05-2021,Lakshadweep,540,24766,206,19872,334,4894,0,0,540,24766,0,0,0,0
05-06-2021,Lakshadweep,274,25040,114,19986,160,5054,0,0,274,25040,0,0,0,0
05-07-2021,Lakshadweep,356,25396,145,20131,211,5265,0,0,356,25396,0,0,0,0
05-08-2021,Lakshadweep,297,25693,109,20240,188,5453,0,0,297,25693,0,0,0,0
05-09-2021,Lakshadweep,250,25943,67,20307,183,5636,0,0,250,25943,0,0,0,0
05-10-2021,Lakshadweep,546,26489,206,20513,340,5976,0,0,546,26489,0,0,0,0
05-11-2021,Lakshadweep,883,27372,372,20885,511,6487,0,0,883,27372,0,0,0,0
05-12-2021,Lakshadweep,730,28102,463,21348,267,6754,0,0,730,28102,0,0,0,0
13-05-2021,Lakshadweep,127,28229,80,21428,47,6801,0,0,127,28229,0,0,0,0
14-05-2021,Lakshadweep,12,28241,12,21440,0,6801,0,0,12,28241,0,0,0,0
15-05-2021,Lakshadweep,17,28258,12,21452,5,6806,0,0,17,28258,0,0,0,0
16-05-2021,Lakshadweep,24,28282,20,21472,4,6810,0,0,24,28282,0,0,0,0
17-05-2021,Lakshadweep,108,28390,90,21562,18,6828,0,0,108,28390,0,0,0,0
18-05-2021,Lakshadweep,313,28703,304,21866,9,6837,0,0,313,28703,0,0,0,0
19-05-2021,Lakshadweep,240,28943,220,22086,20,6857,0,0,240,28943,0,0,0,0
20-05-2021,Lakshadweep,96,29039,81,22167,15,6872,0,0,96,29039,0,0,0,0
21-05-2021,Lakshadweep,493,29532,453,22620,40,6912,0,0,493,29532,0,0,0,0
22-05-2021,Lakshadweep,495,30027,486,23106,9,6921,0,0,495,30027,0,0,0,0
23-05-2021,Lakshadweep,928,30955,923,24029,5,6926,0,0,928,30955,0,0,0,0
24-05-2021,Lakshadweep,322,31277,315,24344,7,6933,0,0,322,31277,0,0,0,0
25-05-2021,Lakshadweep,42,31319,40,24384,2,6935,0,0,42,31319,0,0,0,0
26-05-2021,Lakshadweep,62,31381,62,24446,0,6935,0,0,62,31381,0,0,0,0
27-05-2021,Lakshadweep,44,31425,41,24487,3,6938,0,0,44,31425,0,0,0,0
28-05-2021,Lakshadweep,243,31668,240,24727,3,6941,0,0,243,31668,0,0,0,0
29-05-2021,Lakshadweep,468,32136,465,25192,3,6944,0,0,468,32136,0,0,0,0
30-05-2021,Lakshadweep,682,32818,678,25870,4,6948,0,0,682,32818,0,0,0,0
31-05-2021,Lakshadweep,818,33636,817,26687,1,6949,0,0,818,33636,0,0,0,0
06-01-2021,Lakshadweep,803,34439,802,27489,1,6950,0,0,803,34439,0,0,0,0
06-02-2021,Lakshadweep,728,35167,726,28215,2,6952,0,0,728,35167,0,0,0,0
06-03-2021,Lakshadweep,1039,36206,1036,29251,3,6955,0,0,1039,36206,0,0,0,0
06-04-2021,Lakshadweep,1136,37342,1127,30378,9,6964,0,0,1136,37342,0,0,0,0
06-05-2021,Lakshadweep,952,38294,944,31322,8,6972,0,0,952,38294,0,0,0,0
06-06-2021,Lakshadweep,777,39071,774,32096,3,6975,0,0,777,39071,0,0,0,0
06-07-2021,Lakshadweep,1230,40301,1222,33318,8,6983,0,0,1230,40301,0,0,0,0
06-08-2021,Lakshadweep,1154,41455,1148,34466,6,6989,0,0,1154,41455,0,0,0,0
06-09-2021,Lakshadweep,1210,42665,1166,35632,44,7033,0,0,1210,42665,0,0,0,0
06-10-2021,Lakshadweep,900,43565,891,36523,9,7042,0,0,900,43565,0,0,0,0
06-11-2021,Lakshadweep,1189,44754,1178,37701,11,7053,0,0,1189,44754,0,0,0,0
06-12-2021,Lakshadweep,1329,46083,1305,39006,24,7077,0,0,1329,46083,0,0,0,0
13-06-2021,Lakshadweep,726,46809,716,39722,10,7087,0,0,726,46809,0,0,0,0
14-06-2021,Lakshadweep,1007,47816,1000,40722,7,7094,0,0,1007,47816,0,0,0,0
15-06-2021,Lakshadweep,783,48599,764,41486,19,7113,0,0,783,48599,0,0,0,0
16-06-2021,Lakshadweep,1305,49904,1297,42783,8,7121,0,0,1305,49904,0,0,0,0
17-06-2021,Lakshadweep,430,50334,427,43210,3,7124,0,0,430,50334,0,0,0,0
18-06-2021,Lakshadweep,439,50773,432,43642,7,7131,0,0,439,50773,0,0,0,0
19-06-2021,Lakshadweep,511,51284,484,44126,27,7158,0,0,511,51284,0,0,0,0
20-06-2021,Lakshadweep,223,51507,221,44347,2,7160,0,0,223,51507,0,0,0,0
21-06-2021,Lakshadweep,494,52001,479,44826,15,7175,0,0,494,52001,0,0,0,0
22-06-2021,Lakshadweep,458,52459,408,45234,50,7225,0,0,458,52459,0,0,0,0
23-06-2021,Lakshadweep,370,52829,332,45566,38,7263,0,0,370,52829,0,0,0,0
24-06-2021,Lakshadweep,321,53150,268,45834,53,7316,0,0,321,53150,0,0,0,0
25-06-2021,Lakshadweep,283,53433,223,46057,60,7376,0,0,283,53433,0,0,0,0
26-06-2021,Lakshadweep,303,53736,196,46253,107,7483,0,0,303,53736,0,0,0,0
27-06-2021,Lakshadweep,119,53855,87,46340,32,7515,0,0,119,53855,0,0,0,0
28-06-2021,Lakshadweep,283,54138,154,46494,129,7644,0,0,283,54138,0,0,1,1
29-06-2021,Lakshadweep,524,54662,256,46750,268,7912,0,0,524,54662,0,0,0,1
30-06-2021,Lakshadweep,38,54700,29,46779,9,7921,0,0,38,54700,0,0,0,1
07-01-2021,Lakshadweep,228,54928,122,46901,106,8027,0,0,228,54928,0,0,1,2
07-02-2021,Lakshadweep,366,55294,141,47042,225,8252,0,0,366,55294,0,0,1,3
07-03-2021,Lakshadweep,338,55632,42,47084,296,8548,0,0,338,55632,0,0,0,3
07-04-2021,Lakshadweep,42,55674,0,47084,42,8590,0,0,42,55674,0,0,0,3
07-05-2021,Lakshadweep,532,56206,159,47243,373,8963,0,0,532,56206,0,0,0,3
07-06-2021,Lakshadweep,549,56755,225,47468,324,9287,0,0,549,56755,0,0,0,3
07-07-2021,Lakshadweep,569,57324,94,47562,475,9762,0,0,569,57324,0,0,0,3
07-08-2021,Lakshadweep,520,57844,155,47717,365,10127,0,0,520,57844,0,0,0,3
07-09-2021,Lakshadweep,441,58285,113,47830,328,10455,0,0,441,58285,0,0,0,3
07-10-2021,Lakshadweep,321,58606,106,47936,215,10670,0,0,321,58606,0,0,0,3
07-11-2021,Lakshadweep,128,58734,57,47993,71,10741,0,0,128,58734,0,0,0,3
07-12-2021,Lakshadweep,347,59081,65,48058,282,11023,0,0,347,59081,0,0,0,3
13-07-2021,Lakshadweep,576,59657,97,48155,479,11502,0,0,576,59657,0,0,0,3
14-07-2021,Lakshadweep,911,60568,529,48684,382,11884,0,0,911,60568,0,0,0,3
15-07-2021,Lakshadweep,576,61144,96,48780,480,12364,0,0,576,61144,0,0,0,3
16-07-2021,Lakshadweep,493,61637,113,48893,380,12744,0,0,493,61637,0,0,0,3
17-07-2021,Lakshadweep,319,61956,53,48946,266,13010,0,0,319,61956,0,0,0,3
18-07-2021,Lakshadweep,65,62021,58,49004,7,13017,0,0,65,62021,0,0,0,3
19-07-2021,Lakshadweep,325,62346,60,49064,265,13282,0,0,325,62346,0,0,0,3
20-07-2021,Lakshadweep,369,62715,132,49196,237,13519,0,0,369,62715,0,0,0,3
21-07-2021,Lakshadweep,274,62989,80,49276,194,13713,0,0,274,62989,0,0,0,3
22-07-2021,Lakshadweep,104,63093,28,49304,76,13789,0,0,104,63093,0,0,0,3
23-07-2021,Lakshadweep,465,63558,175,49479,290,14079,0,0,465,63558,0,0,0,3
24-07-2021,Lakshadweep,522,64080,159,49638,363,14442,0,0,522,64080,0,0,0,3
25-07-2021,Lakshadweep,36,64116,23,49661,13,14455,0,0,36,64116,0,0,0,3
26-07-2021,Lakshadweep,386,64502,133,49794,253,14708,0,0,386,64502,0,0,0,3
27-07-2021,Lakshadweep,558,65060,155,49949,403,15111,0,0,558,65060,0,0,0,3
28-07-2021,Lakshadweep,358,65418,68,50017,290,15401,0,0,358,65418,0,0,1,4
29-07-2021,Lakshadweep,289,65707,77,50094,212,15613,0,0,289,65707,0,0,0,4
30-07-2021,Lakshadweep,281,65988,74,50168,207,15820,0,0,281,65988,0,0,0,4
31-07-2021,Lakshadweep,221,66209,70,50238,151,15971,0,0,221,66209,0,0,1,5
08-01-2021,Lakshadweep,197,66406,167,50405,30,16001,0,0,197,66406,0,0,0,5
08-02-2021,Lakshadweep,236,66642,79,50484,157,16158,0,0,236,66642,0,0,0,5
08-03-2021,Lakshadweep,120,66762,27,50511,93,16251,0,0,120,66762,0,0,0,5
08-04-2021,Lakshadweep,270,67032,85,50596,185,16436,0,0,270,67032,0,0,0,5
08-05-2021,Lakshadweep,221,67253,72,50668,149,16585,0,0,221,67253,0,0,0,5
08-06-2021,Lakshadweep,238,67491,104,50772,134,16719,0,0,238,67491,0,0,0,5
08-07-2021,Lakshadweep,221,67712,79,50851,142,16861,0,0,221,67712,0,0,0,5
08-08-2021,Lakshadweep,201,67913,111,50962,90,16951,0,0,201,67913,0,0,1,6
08-09-2021,Lakshadweep,382,68295,194,51156,188,17139,0,0,382,68295,0,0,0,5
16-01-2021,Madhya Pradesh,9435,9435,9435,9435,0,0,0,0,9435,9435,0,0,0,0
17-01-2021,Madhya Pradesh,0,9435,0,9435,0,0,0,0,0,9435,0,0,0,0
18-01-2021,Madhya Pradesh,6499,15934,6499,15934,0,0,0,0,6499,15934,0,0,0,0
19-01-2021,Madhya Pradesh,2475,18409,2475,18409,0,0,0,0,2475,18409,0,0,0,0
20-01-2021,Madhya Pradesh,9360,27769,9360,27769,0,0,0,0,9360,27769,0,0,0,0
21-01-2021,Madhya Pradesh,10656,38425,10656,38425,0,0,0,0,10656,38425,0,0,0,0
22-01-2021,Madhya Pradesh,0,38425,0,38425,0,0,0,0,0,38425,0,0,0,0
23-01-2021,Madhya Pradesh,3,38428,3,38428,0,0,0,0,3,38428,0,0,0,0
24-01-2021,Madhya Pradesh,2,38430,2,38430,0,0,0,0,2,38430,0,0,0,0
25-01-2021,Madhya Pradesh,28445,66875,28445,66875,0,0,0,0,28445,66875,0,0,0,0
26-01-2021,Madhya Pradesh,2,66877,2,66877,0,0,0,0,2,66877,0,0,0,0
27-01-2021,Madhya Pradesh,64222,131099,64222,131099,0,0,0,0,64222,131099,0,0,0,0
28-01-2021,Madhya Pradesh,61529,192628,61529,192628,0,0,0,0,61529,192628,0,0,0,0
29-01-2021,Madhya Pradesh,42003,234631,42003,234631,0,0,0,0,42003,234631,0,0,0,0
30-01-2021,Madhya Pradesh,50151,284782,50151,284782,0,0,0,0,50151,284782,0,0,0,0
31-01-2021,Madhya Pradesh,699,285481,699,285481,0,0,0,0,699,285481,0,0,0,0
02-01-2021,Madhya Pradesh,1057,286538,1057,286538,0,0,0,0,1057,286538,0,0,0,0
02-02-2021,Madhya Pradesh,330,286868,330,286868,0,0,0,0,330,286868,0,0,0,0
02-03-2021,Madhya Pradesh,32755,319623,32755,319623,0,0,0,0,32755,319623,0,0,0,0
02-04-2021,Madhya Pradesh,9948,329571,9948,329571,0,0,0,0,9948,329571,0,0,0,0
02-05-2021,Madhya Pradesh,1745,331316,1745,331316,0,0,0,0,1745,331316,0,0,0,0
02-06-2021,Madhya Pradesh,1516,332832,1516,332832,0,0,0,0,1516,332832,0,0,0,0
02-07-2021,Madhya Pradesh,845,333677,845,333677,0,0,0,0,845,333677,0,0,0,0
02-08-2021,Madhya Pradesh,35464,369141,35464,369141,0,0,14365,14365,21099,354776,0,0,0,0
02-09-2021,Madhya Pradesh,4363,373504,4363,373504,0,0,1716,16081,2647,357423,0,0,0,0
02-10-2021,Madhya Pradesh,54211,427715,54211,427715,0,0,23587,39668,30624,388047,0,0,0,0
02-11-2021,Madhya Pradesh,54380,482095,54380,482095,0,0,21913,61581,32467,420514,0,0,0,0
02-12-2021,Madhya Pradesh,37494,519589,37494,519589,0,0,14908,76489,22586,443100,0,0,0,0
13-02-2021,Madhya Pradesh,28686,548275,28683,548272,3,3,11266,87755,17417,460517,0,0,0,0
